14,5,9,2,18,8,23,19,12,17,15,0,10,20,4,6,11,21,1,7,24,3,16,22,13  85 22 19 23 21 1,3,6,10,11,15 4,5,7,8,12,17 2,9,13,14,18,19 16,20,21,22,23,24
16,5,1,12,6,24,17,9,2,22,4,10,13,18,19,20,0,23,7,21,15,11,8,3,14  80 17 20 18 25 1,2,6,9,12,13 4,5,14,16,17,19 3,7,10,11,15,20 8,18,21,22,23,24
6,0,24,14,8,5,21,19,9,17,16,20,10,13,2,15,11,22,1,3,7,23,4,18,12  81 23 19 18 21 1,2,4,5,6,10 3,7,8,9,13,14 12,17,18,19,22,23 11,15,16,20,21,24
18,14,0,9,8,3,7,19,2,15,5,12,1,13,24,23,4,21,10,20,16,22,11,6,17  84 23 19 24 18 2,4,6,8,9,10 1,3,5,7,12,14 11,15,16,17,18,19 13,20,21,22,23,24
17,1,20,9,16,2,22,19,14,5,15,21,0,3,24,23,18,13,12,7,10,8,6,4,11  88 20 24 23 21 1,2,3,4,5,14 11,12,13,16,17,18 6,10,15,20,21,22 7,8,9,19,23,24
2,0,10,19,1,4,16,3,15,20,22,9,6,18,5,13,12,21,8,17,23,11,24,7,14  87 23 23 24 17 1,2,3,4,5,6 7,9,10,11,15,16 8,14,18,19,20,22 12,13,17,21,23,24
21,22,15,9,24,12,16,23,2,8,5,18,17,7,10,14,13,4,0,6,20,11,3,1,19  88 20 26 23 19 3,4,7,8,9,12 2,6,10,13,14,15 1,5,11,16,17,21 18,19,20,22,23,24
7,13,11,22,12,20,1,18,21,5,0,8,14,24,19,9,4,17,16,10,23,15,3,2,6  94 28 28 21 17 2,6,9,11,12,15 3,4,5,8,18,21 1,7,13,20,22,23 10,14,16,17,19,24
3,2,17,0,14,18,22,19,15,20,9,7,10,21,16,6,24,23,8,5,1,4,11,12,13  97 26 25 21 25 1,5,6,8,9,12 4,11,13,14,15,17 2,3,7,10,18,22 16,19,20,21,23,24
23,14,0,24,17,9,20,21,2,18,10,13,22,1,3,11,4,16,6,5,7,12,8,15,19  94 28 21 18 27 1,2,4,5,6,8 3,7,10,11,14,15 12,13,16,17,18,22 9,19,20,21,23,24
15,11,8,18,14,3,19,16,20,5,24,2,17,4,22,10,1,13,9,21,23,7,6,12,0  90 22 20 21 27 1,3,4,5,7,8 2,6,10,11,15,16 12,13,17,21,22,23 9,14,18,19,20,24
12,23,9,18,24,22,4,0,16,13,20,3,15,6,17,8,7,11,19,1,10,2,14,5,21  97 22 23 28 24 2,3,11,12,15,16 6,7,8,10,14,20 1,5,17,19,21,22 4,9,13,18,23,24
21,24,8,1,19,22,12,9,7,18,4,0,23,14,10,6,3,11,16,5,15,2,20,13,17  85 25 13 22 25 2,3,4,6,10,11 12,13,14,15,16,17 1,5,7,8,9,19 18,20,21,22,23,24
24,1,17,10,15,14,3,13,8,0,22,16,20,7,21,4,12,9,2,11,5,23,6,18,19  93 24 19 28 22 1,2,4,5,6,7 11,12,13,14,16,17 3,8,9,10,15,21 18,19,20,22,23,24
24,10,15,9,16,6,3,22,17,13,19,23,21,11,18,0,1,2,7,8,20,5,12,4,14  85 23 18 22 22 1,2,3,4,5,6 7,9,10,11,15,17 8,13,14,16,18,19 12,20,21,22,23,24
18,24,17,11,12,10,19,15,6,1,5,21,22,9,7,3,2,16,14,4,20,23,0,8,13  82 19 21 16 26 3,4,6,7,8,9 1,5,10,11,12,13 15,16,19,20,22,23 2,14,17,18,21,24
23,16,13,24,5,18,22,11,17,0,6,9,20,7,3,2,10,14,12,21,1,19,15,8,4  93 23 23 20 27 2,3,5,9,14,15 1,6,10,16,18,19 8,11,12,13,20,22 4,7,17,21,23,24
0,12,24,10,13,5,2,4,19,21,23,18,8,17,9,22,16,11,6,15,7,3,14,1,20  92 22 22 21 27 3,7,8,9,10,13 1,6,11,15,16,17 2,5,12,14,19,23 4,18,20,21,22,24
16,13,6,23,9,8,3,5,24,15,22,12,21,17,1,19,10,7,11,4,18,2,14,20,0  90 25 22 22 21 1,2,3,5,6,13 10,11,12,14,15,16 4,9,19,20,21,22 7,8,17,18,23,24
4,5,1,23,21,13,2,10,18,17,15,7,0,9,3,14,11,12,19,8,6,20,24,22,16  76 16 20 17 23 1,2,3,4,5,7 6,10,11,13,14,15 8,9,12,16,17,20 18,19,21,22,23,24
24,8,14,5,16,4,13,6,22,19,1,10,9,12,3,0,18,21,20,23,15,17,11,7,2  87 16 26 19 26 3,8,9,10,12,13 2,7,11,14,15,16 1,17,18,20,21,23 4,5,6,19,22,24
7,6,3,22,15,19,21,2,13,0,8,10,9,4,18,16,11,24,5,12,17,1,23,14,20  83 21 21 19 22 1,2,4,5,6,7 3,8,9,13,14,15 10,11,16,17,20,21 12,18,19,22,23,24
24,11,18,7,3,17,5,1,23,15,21,8,2,4,19,14,0,16,22,6,9,13,20,12,10  88 14 29 24 21 1,3,4,5,7,8 2,6,9,10,11,14 12,13,15,16,17,18 19,20,21,22,23,24
14,24,18,12,22,15,5,1,23,11,6,19,10,13,7,0,3,9,4,17,2,21,16,20,8  91 18 21 28 24 1,3,5,6,10,15 7,8,9,12,16,20 2,11,14,18,21,22 4,13,17,19,23,24
3,17,9,8,24,1,11,12,14,0,5,4,22,13,16,21,15,6,7,10,20,23,2,18,19  71 19 16 21 15 1,4,8,9,14,16 3,7,11,12,13,17 2,5,6,10,22,23 15,18,19,20,21,24
22,21,15,3,14,13,9,19,24,23,16,0,7,10,18,4,11,20,8,2,1,6,5,17,12  91 19 22 28 22 3,4,7,9,10,11 1,12,13,14,15,16 2,5,6,19,20,21 8,17,18,22,23,24
9,19,8,20,2,3,14,1,24,6,13,18,7,10,17,5,22,12,21,16,15,0,23,11,4  85 20 20 23 22 1,4,5,7,9,14 2,3,6,8,11,15 10,12,13,17,18,19 16,20,21,22,23,24
17,15,7,12,8,3,4,9,21,5,16,6,19,20,1,22,24,18,11,14,23,10,2,13,0  86 21 23 21 21 3,4,5,7,8,9 1,2,6,10,11,12 13,14,15,16,17,21 18,19,20,22,23,24
10,3,6,13,1,2,20,14,18,11,15,7,5,12,9,24,17,22,4,8,21,23,19,16,0  74 21 17 19 17 1,3,4,5,9,13 2,6,7,11,12,14 8,10,16,18,19,20 15,17,21,22,23,24
8,19,7,16,12,2,13,22,14,9,11,5,6,3,18,24,0,15,10,23,1,20,4,17,21  80 22 18 19 21 1,7,9,12,13,16 2,5,6,8,19,20 3,4,14,17,18,22 10,11,15,21,23,24
19,20,12,21,7,0,16,10,5,9,14,23,3,11,4,2,6,1,8,15,17,13,22,24,18  83 22 17 24 20 1,2,5,7,8,10 3,4,9,11,12,13 6,14,16,18,19,20 15,17,21,22,23,24
1,12,18,13,17,15,3,7,20,0,19,24,6,5,21,11,2,8,9,16,22,10,4,23,14  83 20 17 23 23 1,2,4,5,6,9 3,7,8,12,13,14 10,11,15,16,17,20 18,19,21,22,23,24
11,22,6,21,8,13,20,23,0,2,15,7,12,18,16,3,1,17,5,4,9,14,24,10,19  86 23 19 24 20 2,3,4,7,8,9 10,11,12,13,14,17 1,5,15,19,20,21 6,16,18,22,23,24
5,18,3,21,22,17,13,24,0,7,15,14,11,2,9,10,1,8,6,16,19,4,20,23,12  88 21 18 21 28 2,3,4,7,8,9 1,5,6,10,12,15 11,13,14,16,19,20 17,18,21,22,23,24
2,10,24,11,22,19,0,3,8,17,15,16,6,4,23,20,18,7,9,14,13,5,12,1,21  82 21 17 25 19 1,2,4,5,15,16 6,7,10,12,17,18 11,13,19,20,21,22 3,8,9,14,23,24
2,10,1,7,16,9,0,6,12,11,3,18,22,4,13,24,20,15,8,14,21,23,17,19,5  76 24 19 16 17 1,2,5,6,9,10 3,4,7,8,11,13 12,14,15,16,18,19 17,20,21,22,23,24
23,22,5,3,9,6,18,15,10,2,21,13,19,12,20,7,0,1,16,24,17,4,14,8,11  86 21 19 22 24 1,3,4,7,8,9 2,5,6,10,11,12 13,15,16,17,19,20 14,18,21,22,23,24
10,3,24,12,0,7,8,11,14,21,22,23,2,1,9,17,18,6,20,4,13,15,5,19,16  86 21 17 21 27 1,3,4,5,7,9 2,6,8,10,11,15 13,16,17,18,19,20 12,14,21,22,23,24
